bibTeX Key, Link to bibTeX File
0456IbnHazmAsmaCabbas1987,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmAsmaCabbas1987.bib
0456IbnHazmAsmaRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmAsmaRiyad2013.bib
0456IbnHazmFadlCabbas1987,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmFadlCabbas1987.bib
0456IbnHazmFadlCamman2015,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmFadlCamman2015.bib
0456IbnHazmImanaCabdalhadi2017,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmImanaCabdalhadi2017.bib
0456IbnHazmJamharatBayrut1998,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatBayrut1998.bib
0456IbnHazmJamharatHarun1962,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatHarun1962.bib
0456IbnHazmJamharatHarun1971,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatHarun1971.bib
0456IbnHazmJamharatHarun1977,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatHarun1977.bib
0456IbnHazmJamharatHarun1982,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatHarun1982.bib
0456IbnHazmJamharatHarun1999,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatHarun1999.bib
0456IbnHazmJamharatIbrahim2018,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatIbrahim2018.bib
0456IbnHazmJamharatLevi1948,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatLevi1948.bib
0456IbnHazmJamharatNiyujisi2014,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatNiyujisi2014.bib
0456IbnHazmJamharatRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmJamharatRiyad2013.bib
0456IbnHazmMaratibCabbas1987,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmMaratibCabbas1987.bib
0456IbnHazmMaratibCamman2015,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmMaratibCamman2015.bib
0456IbnHazmMaratibRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmMaratibRiyad2013.bib
0456IbnHazmNaqtCabbas1987,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmNaqtCabbas1987.bib
0456IbnHazmNaqtRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmNaqtRiyad2013.bib
0456IbnHazmNaqtValencia1974,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmNaqtValencia1974.bib
0456IbnHazmUmmahatCabbas1987,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmUmmahatCabbas1987.bib
0456IbnHazmUmmahatRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0456IbnHazmUmmahatRiyad2013.bib
0458BayhaqiDalailIbrahim2007,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0458BayhaqiDalailIbrahim2007.bib
0458BayhaqiDalailQalcaji1988,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0458BayhaqiDalailQalcaji1988.bib
0458BayhaqiDalailQalcaji2002,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0458BayhaqiDalailQalcaji2002.bib
0458BayhaqiDalailRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0458BayhaqiDalailRiyad2013.bib
0458BayhaqiDalailSaqr1970,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0458BayhaqiDalailSaqr1970.bib
0458BayhaqiDalailUthman1969,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0458BayhaqiDalailUthman1969.bib
0460TusiFihristBahr1960,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiFihristBahr1960.bib
0460TusiFihristMashhad1972,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiFihristMashhad1972.bib
0460TusiFihristTabatabai1999,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiFihristTabatabai1999.bib
0460TusiFihristTehran1996,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiFihristTehran1996.bib
0460TusiIkhtiyarMajidi2019,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiIkhtiyarMajidi2019.bib
0460TusiIkhtiyarMustafawi1969,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiIkhtiyarMustafawi1969.bib
0460TusiIkhtiyarQayyumi2006,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiIkhtiyarQayyumi2006.bib
0460TusiIkhtiyarRajai1983,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiIkhtiyarRajai1983.bib
0460TusiIkhtiyarTehran2003,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiIkhtiyarTehran2003.bib
0460TusiRijalBahr1961,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiRijalBahr1961.bib
0460TusiRijalQayyumi1994,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiRijalQayyumi1994.bib
0460TusiRijalQayyumi2007,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0460TusiRijalQayyumi2007.bib
0463IbnCabdBarrDurarDhaif1966,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrDurarDhaif1966.bib
0463IbnCabdBarrDurarDhaif1983,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrDurarDhaif1983.bib
0463IbnCabdBarrDurarDhaif1991,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrDurarDhaif1991.bib
0463IbnCabdBarrIntiqaGhuddah1997,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIntiqaGhuddah1997.bib
0463IbnCabdBarrIntiqaQudsi1931,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIntiqaQudsi1931.bib
0463IbnCabdBarrIntiqaRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIntiqaRiyad2013.bib
0463IbnCabdBarrIsticabBajawi1960,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIsticabBajawi1960.bib
0463IbnCabdBarrIsticabBajawi1992,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIsticabBajawi1992.bib
0463IbnCabdBarrIsticabCabdMawjud2010,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIsticabCabdMawjud2010.bib
0463IbnCabdBarrIsticabHaidarabad1900,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIsticabHaidarabad1900.bib
0463IbnCabdBarrIsticabHaidarabad1918,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIsticabHaidarabad1918.bib
0463IbnCabdBarrIsticabMurshid2002,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463IbnCabdBarrIsticabMurshid2002.bib
0463KatibTarikhCamman2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KatibTarikhCamman2013.bib
0463KhatibGhunyatFaryabi1993,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KhatibGhunyatFaryabi1993.bib
0463KhatibGhunyatRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KhatibGhunyatRiyad2013.bib
0463KhatibMuttafiqHamidi1997,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KhatibMuttafiqHamidi1997.bib
0463KhatibTarikhCurfi1966,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KhatibTarikhCurfi1966.bib
0463KhatibTarikhMacruf2001,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KhatibTarikhMacruf2001.bib
0463KhatibTarikhQahirat1931,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KhatibTarikhQahirat1931.bib
0463KhatibTarikhRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0463KhatibTarikhRiyad2013.bib
0466KattaniDhaylHamad1989,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0466KattaniDhaylHamad1989.bib
0466KattaniDhaylRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0466KattaniDhaylRiyad2013.bib
0469IbnHayyanMuqtabasHajji1965,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0469IbnHayyanMuqtabasHajji1965.bib
0469IbnHayyanMuqtabasHajji1983,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0469IbnHayyanMuqtabasHajji1983.bib
0469IbnHayyanMuqtabasHawwari2006,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0469IbnHayyanMuqtabasHawwari2006.bib
0469IbnHayyanMuqtabasMakki1971,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0469IbnHayyanMuqtabasMakki1971.bib
0469IbnHayyanMuqtabasMakki1973,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0469IbnHayyanMuqtabasMakki1973.bib
0469IbnHayyanMuqtabasMakki1994,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0469IbnHayyanMuqtabasMakki1994.bib
0474BajiTacdilHusayn1986,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0474BajiTacdilHusayn1986.bib
0474BajiTacdilLazbar1991,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0474BajiTacdilLazbar1991.bib
0474BajiTacdilMustafa2010,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0474BajiTacdilMustafa2010.bib
0475IbnMakulaIkmalMucallimi1962,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0475IbnMakulaIkmalMucallimi1962.bib
0475IbnMakulaIkmalMucallimi1970,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0475IbnMakulaIkmalMucallimi1970.bib
0475IbnMakulaIkmalRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0475IbnMakulaIkmalRiyad2013.bib
0475IbnMakulaIkmalSabuni2015,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0475IbnMakulaIkmalSabuni2015.bib
0475IbnMakulaTahdhibHassan1990,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0475IbnMakulaTahdhibHassan1990.bib
0475IbnMakulaTahdhibRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0475IbnMakulaTahdhibRiyad2013.bib
0476ShiraziTabaqatAlmays0000,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0476ShiraziTabaqatAlmays0000.bib
0476ShiraziTabaqatCumar1997,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0476ShiraziTabaqatCumar1997.bib
0482HabbalWafayatHaddad1987,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0482HabbalWafayatHaddad1987.bib
0482HabbalWafayatRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0482HabbalWafayatRiyad2013.bib
0482HabbalWafayatSalih1995,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0482HabbalWafayatSalih1995.bib
0487BakriMasalikQartaj1992,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0487BakriMasalikQartaj1992.bib
0487BakriMasalikTulbat2003,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0487BakriMasalikTulbat2003.bib
0488HumaydiJadwatCawwad2008,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0488HumaydiJadwatCawwad2008.bib
0488HumaydiJadwatIbyari1983,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0488HumaydiJadwatIbyari1983.bib
0488HumaydiJadwatQahirat1966,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0488HumaydiJadwatQahirat1966.bib
0488HumaydiJadwatTunji1952,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0488HumaydiJadwatTunji1952.bib
0498JayyaniAlqabQahirat1994,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0498JayyaniAlqabQahirat1994.bib
0498JayyaniAlqabRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0498JayyaniAlqabRiyad2013.bib
0498JayyaniTaqyidFadl1997,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0498JayyaniTaqyidFadl1997.bib
0498JayyaniTaqyidFadl2008,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0498JayyaniTaqyidFadl2008.bib
0498JayyaniTaqyidMakkat2000,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0498JayyaniTaqyidMakkat2000.bib
0563KhatibGhunyatShahri2001,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0563KhatibGhunyatShahri2001.bib
0746ShiraziTabaqatCabbas1970,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0746ShiraziTabaqatCabbas1970.bib
0746ShiraziTabaqatCabbas1980,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0746ShiraziTabaqatCabbas1980.bib
0746ShiraziTaqakatHusayni1937,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0746ShiraziTaqakatHusayni1937.bib
0748DhahabiSiyarArnaut1981,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0748DhahabiSiyarArnaut1981.bib
0748DhahabiSiyarMacruf1996,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0748DhahabiSiyarMacruf1996.bib
0748DhahabiTarikhIslamMacruf2003,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0748DhahabiTarikhIslamMacruf2003.bib
0748DhahabiTarikhIslamTadmuri1990,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0748DhahabiTarikhIslamTadmuri1990.bib
0900AbuCabdAllahHimyariRawdMictarLevi1937,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0900AbuCabdAllahHimyariRawdMictarLevi1937.bib
0900AbuCabdAllahHimyariRawdMictarLevi1969,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0900AbuCabdAllahHimyariRawdMictarLevi1969.bib
0900AbuCabdAllahHimyariRawdMictarLevi1988,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0900AbuCabdAllahHimyariRawdMictarLevi1988.bib
0900AbuCabdAllahHimyariRawdMictarRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0900AbuCabdAllahHimyariRawdMictarRiyad2013.bib
0902SakhawiBuldaniyyatQattan2001,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiBuldaniyyatQattan2001.bib
0902SakhawiDawLamicBayrut1966,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiDawLamicBayrut1966.bib
0902SakhawiDawLamicBayrut1992,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiDawLamicBayrut1992.bib
0902SakhawiDawLamicCabdRahman2003,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiDawLamicCabdRahman2003.bib
0902SakhawiDawLamicQahirat1935,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiDawLamicQahirat1935.bib
0902SakhawiDawLamicRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiDawLamicRiyad2013.bib
0902SakhawiIclanBiTawbikhBayrut1983,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiIclanBiTawbikhBayrut1983.bib
0902SakhawiIclanBiTawbikhBayrut1986,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiIclanBiTawbikhBayrut1986.bib
0902SakhawiIclanBiTawbikhBayrut1992,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiIclanBiTawbikhBayrut1992.bib
0902SakhawiIclanBiTawbikhBayrutXXXX,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiIclanBiTawbikhBayrutXXXX.bib
0902SakhawiIclanBiTawbikhDimashq1930,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiIclanBiTawbikhDimashq1930.bib
0902SakhawiIclanBiTawbikhKhisht1989,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiIclanBiTawbikhKhisht1989.bib
0902SakhawiIclanBiTawbikhRosenthal1963,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiIclanBiTawbikhRosenthal1963.bib
0902SakhawiManhalCadhbBayrut2005,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiManhalCadhbBayrut2005.bib
0902SakhawiManhalCadhbMadinat1989,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiManhalCadhbMadinat1989.bib
0902SakhawiTuhfaLatifaBayrut1993,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiTuhfaLatifaBayrut1993.bib
0902SakhawiTuhfaLatifaDimashq2010,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiTuhfaLatifaDimashq2010.bib
0902SakhawiTuhfaLatifaMadinat2008,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiTuhfaLatifaMadinat2008.bib
0902SakhawiTuhfaLatifaQahirat1957,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiTuhfaLatifaQahirat1957.bib
0902SakhawiTuhfaLatifaQahirat1979,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiTuhfaLatifaQahirat1979.bib
0902SakhawiTuhfaLatifaRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0902SakhawiTuhfaLatifaRiyad2013.bib
0904BurayhiTabaqatSulahaYamanHibshi1983,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0904BurayhiTabaqatSulahaYamanHibshi1983.bib
0904BurayhiTabaqatSulahaYamanHibshi1994,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0904BurayhiTabaqatSulahaYamanHibshi1994.bib
0904BurayhiTabaqatSulahaYamanHibshi2015,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0904BurayhiTabaqatSulahaYamanHibshi2015.bib
0904BurayhiTabaqatSulahaYamanRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0904BurayhiTabaqatSulahaYamanRiyad2013.bib
0905BasrawiTarikhBayrut1988,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0905BasrawiTarikhBayrut1988.bib
0905BasrawiTarikhRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0905BasrawiTarikhRiyad2013.bib
0909IbnMibradHanbaliMucjamKutubBushri1989,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0909IbnMibradHanbaliMucjamKutubBushri1989.bib
0909IbnMibradHanbaliMucjamKutubRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0909IbnMibradHanbaliMucjamKutubRiyad2013.bib
0911SamhudiKhulasaWafaWafaCumar2006,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiKhulasaWafaWafaCumar2006.bib
0911SamhudiKhulasaWafaWafaFaqih1983,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiKhulasaWafaWafaFaqih1983.bib
0911SamhudiKhulasaWafaWafaMadinat1972,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiKhulasaWafaWafaMadinat1972.bib
0911SamhudiKhulasaWafaWafaMazidi2012,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiKhulasaWafaWafaMazidi2012.bib
0911SamhudiKhulasaWafaWafaQahirat1869,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiKhulasaWafaWafaQahirat1869.bib
0911SamhudiKhulasaWafaWafaQahirat2007,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiKhulasaWafaWafaQahirat2007.bib
0911SamhudiWafaWafaCabdHamid1955,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiWafaWafaCabdHamid1955.bib
0911SamhudiWafaWafaFutayyih2008,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiWafaWafaFutayyih2008.bib
0911SamhudiWafaWafaQahirat1908,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiWafaWafaQahirat1908.bib
0911SamhudiWafaWafaSamarrai2001,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SamhudiWafaWafaSamarrai2001.bib
0911SuyutiAsmaMudallisinNassar1992,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiAsmaMudallisinNassar1992.bib
0911SuyutiAsmaMudallisinSulayman2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiAsmaMudallisinSulayman2013.bib
0911SuyutiAsmaMukhadraminRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiAsmaMukhadraminRiyad2013.bib
0911SuyutiBughyaWucatCumar2005,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiBughyaWucatCumar2005.bib
0911SuyutiBughyaWucatIbrahim1998,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiBughyaWucatIbrahim1998.bib
0911SuyutiBughyaWucatIbrahim2003,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiBughyaWucatIbrahim2003.bib
0911SuyutiBughyaWucatQahirat1908,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiBughyaWucatQahirat1908.bib
0911SuyutiBughyaWucatQahirat1964,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiBughyaWucatQahirat1964.bib
0911SuyutiBughyaWucatRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiBughyaWucatRiyad2013.bib
0911SuyutiDhaylTabaqatHuffazRiyad2013,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiDhaylTabaqatHuffazRiyad2013.bib
0911SuyutiGhurarFiFadailCumarHaydar1991,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiGhurarFiFadailCumarHaydar1991.bib
0911SuyutiHusnMuhadaraCumar2007,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiHusnMuhadaraCumar2007.bib
0911SuyutiHusnMuhadaraIbrahim1967,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiHusnMuhadaraIbrahim1967.bib
0911SuyutiHusnMuhadaraMansur1997,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiHusnMuhadaraMansur1997.bib
0911SuyutiHusnMuhadaraQahirat1860,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiHusnMuhadaraQahirat1860.bib
0911SuyutiHusnMuhadaraQahirat1882,https://github.com/OpenITI/bibliography/blob/main/bibFiles/0911SuyutiHusnMuhadaraQahirat1882.bib
